"TranscriptID","Strand","TranscriptLocation","CDSID","CDSLocation","AdditionalInformation","AssociatedFunction","OrthoLmjF","OrthoLdHU3"
"LmjF.20.T1530","-","LmjF.20:686672..689432","LmjF.20.1530","LmjF.20:686922..689567","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.20.T1530.html"" target=""_blank""> Click for Additional information</a>","cell division cycle protein-like protein ","N/A","LDHU3_20.1960"
"LmjF.20.T1540","-","LmjF.20:689667..690622","LmjF.20.1540","LmjF.20:690027..690524","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1540.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","N/A"
"LmjF.20.T1630","-","LmjF.20:690623..694461","LmjF.20.1630","LmjF.20:692420..694246","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1630.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.1970"
"LmjF.20.T0210","-","LmjF.20:69335..71180","LmjF.20.0210","LmjF.20:69531..70784","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0210.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.0240"
"LmjF.20.T1640","-","LmjF.20:694753..696087","LmjF.20.1640","LmjF.20:695026..695667","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1640.html"" target=""_blank""> Click for Additional information</a>","SGT1-like protein, putative ","N/A","LDHU3_20.1980"
"LmjF.20.T1650","-","LmjF.20:696783..697638","LmjF.20.1650","LmjF.20:697089..697514","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1650.html"" target=""_blank""> Click for Additional information</a>","ribosomal protein S11 homolog ","N/A","LDHU3_20.1990"
"LmjF.20.T1660","-","LmjF.20:697936..699780","LmjF.20.1660","LmjF.20:698405..699616","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1660.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.2000"
"LmjF.20.T1670","-","LmjF.20:700229..701709","LmjF.20.1670","LmjF.20:700554..701507","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1670.html"" target=""_blank""> Click for Additional information</a>","ribosome biogenesis protein, putative ","N/A","LDHU3_20.2010"
"LmjF.20.T1680","-","LmjF.20:702019..706376","LmjF.20.1680","LmjF.20:702393..706232","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1680.html"" target=""_blank""> Click for Additional information</a>","separin, putative ","N/A","LDHU3_20.2020"
"LmjF.20.T1690","-","LmjF.20:706751..708515","LmjF.20.1690","LmjF.20:707457..708305","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1690.html"" target=""_blank""> Click for Additional information</a>","SNAP protein, putative ","N/A","LDHU3_20.2030"
"LmjF.20.T1700","-","LmjF.20:708878..710276","LmjF.20.1700","LmjF.20:709244..710083","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1700.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.2040"
"LmjF.20.T1710","-","LmjF.20:710502..712457","LmjF.20.1710","LmjF.20:710641..712449","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1710.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.2050"
"LmjF.20.T1720","-","LmjF.20:712680..714582","LmjF.20.1720","LmjF.20:713192..713929","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1720.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.2060"
"LmjF.20.T0220","-","LmjF.20:71442..76626","LmjF.20.0220","LmjF.20:73535..76384","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0220.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.0260"
"LmjF.20.T1730","-","LmjF.20:714915..716502","LmjF.20.1730","LmjF.20:715134..716390","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1730.html"" target=""_blank""> Click for Additional information</a>","mitochondrial RNA ligase 2 (REL2) ","N/A","LDHU3_20.2070"
"LmjF.20.T1740","-","LmjF.20:716845..718175","LmjF.20.1740","LmjF.20:717112..718014","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1740.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.2080"
"LmjF.20.T1745","-","LmjF.20:718408..719061","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T1745.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.20.T1747","-","LmjF.20:719233..719783","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T1747.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.20.T1750","-","LmjF.20:719797..720857","LmjF.20.1750","LmjF.20:720270..720767","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1750.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein ","N/A","N/A"
"LmjF.20.T1550","-","LmjF.20:720858..723503","LmjF.20.1550","LmjF.20:722272..723477","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1550.html"" target=""_blank""> Click for Additional information</a>","N-acyl-L-amino acid amidohydrolase, putative ","N/A","LDHU3_20.2110"
"LmjF.20.T1560","-","LmjF.20:723875..725837","LmjF.20.1560","LmjF.20:724572..725762","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1560.html"" target=""_blank""> Click for Additional information</a>","N-acyl-L-amino acid amidohydrolase, putative ","N/A","LDHU3_20.2120"
"LmjF.20.T1570","-","LmjF.20:726153..728851","LmjF.20.1570","LmjF.20:727619..728866","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.20.T1570.html"" target=""_blank""> Click for Additional information</a>","N-acyl-L-amino acid amidohydrolase, putative ","N/A","LDHU3_20.2130"
"LmjF.20.T1580","-","LmjF.20:729403..732640","LmjF.20.1580","LmjF.20:729519..732575","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1580.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.2140"
"LmjF.20.T1590","-","LmjF.20:732856..733551","LmjF.20.1590","LmjF.20:733125..733490","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1590.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.2150"
"LmjF.20.T1600","-","LmjF.20:733864..737414","LmjF.20.1600","LmjF.20:733980..737000","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1600.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.2160"
"LmjF.20.T1610","-","LmjF.20:737415..738514","LmjF.20.1610","LmjF.20:737803..738480","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1610.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.2170"
"LmjF.20.T1620","-","LmjF.20:738745..739823","LmjF.20.1620","LmjF.20:738892..739782","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T1620.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.2180"
"LmjF.20.T1625","0","LmjF.20:739824..740925","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T1625.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.20.T1628","0","LmjF.20:741008..742535","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T1628.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.20.T0230","-","LmjF.20:77026..78197","LmjF.20.0230","LmjF.20:77334..77783","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0230.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.0270"
"LmjF.20.T0240","-","LmjF.20:78633..79886","LmjF.20.0240","LmjF.20:78927..79712","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0240.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.0280"
"LmjF.20.T0250","-","LmjF.20:80340..82239","LmjF.20.0250","LmjF.20:80546..81685","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0250.html"" target=""_blank""> Click for Additional information</a>","deoxyhypusine synthase, putative ","N/A","LDHU3_20.0290"
"LmjF.20.T0030","-","LmjF.20:8045..9442","LmjF.20.0030","LmjF.20:8574..9413","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0030.html"" target=""_blank""> Click for Additional information</a>","histone-lysine N-methyltransferase, putative (DOT1) ","N/A","LDHU3_20.0040"
"LmjF.20.T0260","-","LmjF.20:82461..98018","LmjF.20.0260","LmjF.20:83519..97996","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20..T0260.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.0300"
"LmjF.20.T0035","-","LmjF.20:9774..11615","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0035.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.20.T0262","0","LmjF.20:98369..98730","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0262.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.20.T0265","+","LmjF.20:99265..100197","LmjF.20.0265","LmjF.20:99316..100104","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0265.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_20.0320"
"LmjF.21.T0300","+","LmjF.21:102473..103611","LmjF.21.0300","LmjF.21:102553..103284","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0300.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0380"
"LmjF.21.T0310","+","LmjF.21:103845..105453","LmjF.21.0310","LmjF.21:104159..105127","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0310.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0390"
"LmjF.21.T0020","+","LmjF.21:10463..11706","LmjF.21.0020","LmjF.21:10530..11570","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0020.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0040"
"LmjF.21.T0320","+","LmjF.21:105882..107596","LmjF.21.0320","LmjF.21:106109..106801","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0320.html"" target=""_blank""> Click for Additional information</a>","U1 small nuclear ribonucleoprotein C, putative ","N/A","LDHU3_21.0400"
"LmjF.21.T0330","+","LmjF.21:107859..111781","LmjF.21.0330","LmjF.21:107939..111139","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0330.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0410"
"LmjF.21.T0340","+","LmjF.21:112129..114118","LmjF.21.0340","LmjF.21:112309..113712","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0340.html"" target=""_blank""> Click for Additional information</a>","mitochondrial processing peptidase alpha subunit, putative ","N/A","LDHU3_21.0420"
"LmjF.21.T0350","+","LmjF.21:114606..115635","LmjF.21.0350","LmjF.21:115205..115570","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0350.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0430"
"LmjF.21.T0360","+","LmjF.21:115917..117209","LmjF.21.0360","LmjF.21:116155..116967","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0360.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0440"
"LmjF.21.T0370","+","LmjF.21:117458..119665","LmjF.21.0370","LmjF.21:117336..119501","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.21.T0370.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0450"
"LmjF.21.T0380","+","LmjF.21:119971..121185","LmjF.21.0380","LmjF.21:120228..120875","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0380.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0460"
"LmjF.21.T0023","+","LmjF.21:12024..12651","LmjF.21.0023","LmjF.21:12119..12439","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0023.html"" target=""_blank""> Click for Additional information</a>","ring-box protein 1, putative ","N/A","LDHU3_21.0050"
"LmjF.21.T0390","+","LmjF.21:121562..123532","LmjF.21.0390","LmjF.21:122020..123093","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0390.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0470"
"LmjF.21.T0400","+","LmjF.21:123904..129154","LmjF.21.0400","LmjF.21:125934..127931","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0400.html"" target=""_blank""> Click for Additional information</a>","ubiquitin hydrolase, putative ","N/A","LDHU3_21.0490"
"LmjF.21.T0406","+","LmjF.21:129185..130144","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.21.T0406.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.21.T0027","+","LmjF.21:12967..13847","LmjF.21.0027","LmjF.21:12991..13761","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0027.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0060"
"LmjF.21.T0410","+","LmjF.21:130439..135117","LmjF.21.0410","LmjF.21:130629..134357","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0410.html"" target=""_blank""> Click for Additional information</a>","argonaut-like protein, putative ","N/A","LDHU3_21.0510"
"LmjF.21.T0420","+","LmjF.21:135381..137740","LmjF.21.0420","LmjF.21:135567..137666","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0420.html"" target=""_blank""> Click for Additional information</a>","ferredoxin NADP  reductase-like protein ","N/A","LDHU3_21.0520"
"LmjF.21.T0430","+","LmjF.21:138298..140150","LmjF.21.0430","LmjF.21:138525..139718","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0430.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0530"
"LmjF.21.T0440","+","LmjF.21:140525..143051","LmjF.21.0440","LmjF.21:141192..142004","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0440.html"" target=""_blank""> Click for Additional information</a>","ubiquitin-conjugating enzyme-like protein ","N/A","LDHU3_21.0540"
"LmjF.21.T0030","+","LmjF.21:14104..16004","LmjF.21.0030","LmjF.21:14221..14913","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0030.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0070"
"LmjF.21.T0450","+","LmjF.21:143339..144415","LmjF.21.0450","LmjF.21:143468..144244","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0450.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_21.0550"
"LmjF.21.T0460","+","LmjF.21:144790..148969","LmjF.21.0460","LmjF.21:145086..147857","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0460.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_21.0560"
"LmjF.21.T0470","+","LmjF.21:149283..153022","LmjF.21.0470","LmjF.21:149331..152366","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0470.html"" target=""_blank""> Click for Additional information</a>","vacuolar sorting-associated-like protein ","N/A","LDHU3_21.0570"
"LmjF.21.T0480","+","LmjF.21:153348..155609","LmjF.21.0480","LmjF.21:153481..154971","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0480.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0580"
"LmjF.21.T0490","+","LmjF.21:155951..158213","LmjF.21.0490","LmjF.21:156550..157896","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0490.html"" target=""_blank""> Click for Additional information</a>","DnaJ protein, putative ","N/A","LDHU3_21.0590"
"LmjF.21.T0500","+","LmjF.21:158893..161149","LmjF.21.0500","LmjF.21:159415..160059","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0500.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0600"
"LmjF.21.T0510","+","LmjF.21:161511..163415","LmjF.21.0510","LmjF.21:161619..163316","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0510.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0610"
"LmjF.21.T0040","+","LmjF.21:16332..17983","LmjF.21.0040","LmjF.21:16381..17118","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0040.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0080"
"LmjF.21.T0520","+","LmjF.21:163888..165556","LmjF.21.0520","LmjF.21:163991..165334","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0520.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0620"
"LmjF.21.T0525","-","LmjF.21:165666..166278","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.21.T0525.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.21.T0530","-","LmjF.21:166865..170757","LmjF.21.0530","LmjF.21:167158..170604","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0530.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0640"
"LmjF.21.T0540","-","LmjF.21:171333..173240","LmjF.21.0540","LmjF.21:172095..173114","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0540.html"" target=""_blank""> Click for Additional information</a>","la RNA binding protein, putative ","N/A","LDHU3_21.0650"
"LmjF.21.T0550","-","LmjF.21:173641..176532","LmjF.21.0550","LmjF.21:175063..176247","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0550.html"" target=""_blank""> Click for Additional information</a>","dihydrolipoamide acetyltransferase precursorlike protein ","N/A","LDHU3_21.0660"
"LmjF.21.T0560","-","LmjF.21:176896..177777","LmjF.21.0560","LmjF.21:177346..177636","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0560.html"" target=""_blank""> Click for Additional information</a>","Qc-SNARE protein, putative ","N/A","LDHU3_21.0670"
"LmjF.21.T0570","-","LmjF.21:178033..180702","LmjF.21.0570","LmjF.21:179213..180538","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.21.T0570.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_21.0680"
