"TranscriptID","Strand","TranscriptLocation","CDSID","CDSLocation","AdditionalInformation","AssociatedFunction"
"LmjF.20.T0180","-","LmjF.20:60857..64268","LmjF.20.0180","LmjF.20:61266..63854","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0180.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0190","-","LmjF.20:64686..65549","LmjF.20.0190","LmjF.20:64903..65511","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0190.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function "
"LmjF.20.T0200","-","LmjF.20:65911..68926","LmjF.20.0200","LmjF.20:66093..68681","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0200.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0210","-","LmjF.20:69335..71180","LmjF.20.0210","LmjF.20:69531..70784","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0210.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0220","-","LmjF.20:71442..76626","LmjF.20.0220","LmjF.20:73535..76384","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0220.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0230","-","LmjF.20:77026..78197","LmjF.20.0230","LmjF.20:77334..77783","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0230.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0240","-","LmjF.20:78633..79886","LmjF.20.0240","LmjF.20:78927..79712","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0240.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0250","-","LmjF.20:80340..82239","LmjF.20.0250","LmjF.20:80546..81685","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0250.html"" target=""_blank""> Click for Additional information</a>","deoxyhypusine synthase, putative "
"LmjF.20.T0260","-","LmjF.20:82461..98018","LmjF.20.0260","LmjF.20:83519..97996","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20..T0260.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0262",".","LmjF.20:98369..98730","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0262.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0265","+","LmjF.20:99265..100197","LmjF.20.0265","LmjF.20:99316..100104","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0265.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0270","+","LmjF.20:100453..101671","LmjF.20.0270","LmjF.20:100446..101549","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.20.T0270.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0280","+","LmjF.20:101974..104754","LmjF.20.0280","LmjF.20:102051..103409","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0280.html"" target=""_blank""> Click for Additional information</a>","developmentally regulated phosphoprotein-like protein "
"LmjF.20.T0290","+","LmjF.20:105072..107996","LmjF.20.0290","LmjF.20:105367..107766","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0290.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0300","+","LmjF.20:108243..111017","LmjF.20.0300","LmjF.20:108937..109872","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0300.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0305","+","LmjF.20:111369..112489","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0305.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0310","+","LmjF.20:113006..113748","LmjF.20.0310","LmjF.20:113125..113379","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0310.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0320","+","LmjF.20:114080..116506","LmjF.20.0320","LmjF.20:114376..116268","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0320.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0330","+","LmjF.20:116653..118295","LmjF.20.0330","LmjF.20:117070..118023","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0330.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0340-0343","+","LmjF.20:118631..121044","LmjF.20.0340|LmjF.20.0343","LmjF.20:118982..120151","<a href=""http://leish-esp.cbm.uam.es/GrupoBicistronicos/LmjF.20.T0340-0343.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved|hypothetical protein, conserved"
"LmjF.20.T0346","+","LmjF.20:121045..122200","LmjF.20.0346","LmjF.20:121184..122116","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0346.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0349","+","LmjF.20:123561..124062","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0349.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0350","+","LmjF.20:124063..126963","LmjF.20.0350","LmjF.20:124390..126582","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0350.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0355","+","LmjF.20:127304..130515","LmjF.20.0355","LmjF.20:127845..128609","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0355.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein "
"LmjF.20.T0360","+","LmjF.20:130848..135208","LmjF.20.0360","LmjF.20:131276..132223","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0360.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0370","+","LmjF.20:135595..140376","LmjF.20.0370","LmjF.20:135795..139436","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0370.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0375","+","LmjF.20:140818..146331","LmjF.20.0375","LmjF.20:141696..145895","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0375.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0380","+","LmjF.20:146648..149376","LmjF.20.0380","LmjF.20:146683..147924","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0380.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function "
"LmjF.20.T0390","+","LmjF.20:149773..151759","LmjF.20.0390","LmjF.20:150065..151153","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0390.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0400","+","LmjF.20:151788..153999","LmjF.20.0400","LmjF.20:151989..153695","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0400.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0405","+","LmjF.20:154353..155687","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0405.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0410","+","LmjF.20:155964..160865","LmjF.20.0410","LmjF.20:156393..160433","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0410.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0420","+","LmjF.20:161211..162924","LmjF.20.0420","LmjF.20:161340..162464","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0420.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0430","+","LmjF.20:163200..166644","LmjF.20.0430","LmjF.20:163808..166183","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0430.html"" target=""_blank""> Click for Additional information</a>","glycerol-3-phosphate dehydrogenase-like protein "
"LmjF.20.T0440","+","LmjF.20:167211..169348","LmjF.20.0440","LmjF.20:167747..169210","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0440.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function "
"LmjF.20.T0445","+","LmjF.20:169349..170453","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0445.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0450","+","LmjF.20:170881..172145","LmjF.20.0450","LmjF.20:170960..171250","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0450.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function "
"LmjF.20.T0455","+","LmjF.20:172465..173021","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0455.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0460","+","LmjF.20:173686..175323","LmjF.20.0460","LmjF.20:173904..175031","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0460.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0470","+","LmjF.20:175504..178145","LmjF.20.0470","LmjF.20:175922..177739","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0470.html"" target=""_blank""> Click for Additional information</a>","zeta tubulin, putative "
"LmjF.20.T0480","+","LmjF.20:178386..180382","LmjF.20.0480","LmjF.20:178566..180224","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0480.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0490","+","LmjF.20:180952..181485","LmjF.20.0490","LmjF.20:180789..181256","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.20.T0490.html"" target=""_blank""> Click for Additional information</a>","DNA-directed RNA polymerase 2, RPB12 subunit, putative "
"LmjF.20.T0495","+","LmjF.20:181878..182509","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0495.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0500","+","LmjF.20:182785..185449","LmjF.20.0500","LmjF.20:183007..184665","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0500.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0510","+","LmjF.20:185738..187546","LmjF.20.0510","LmjF.20:186077..187366","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0510.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0520","+","LmjF.20:187901..191428","LmjF.20.0520","LmjF.20:188312..191194","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0520.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0530","+","LmjF.20:191847..192747","LmjF.20.0530","LmjF.20:192103..192537","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0530.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0540","+","LmjF.20:193083..194516","LmjF.20.0540","LmjF.20:193462..194160","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0540.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0550","+","LmjF.20:194919..197618","LmjF.20.0550","LmjF.20:195193..196830","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0550.html"" target=""_blank""> Click for Additional information</a>","chaperone protein DNAJ-like protein "
"LmjF.20.T0560","+","LmjF.20:197903..201740","LmjF.20.0560","LmjF.20:198150..199931","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0560.html"" target=""_blank""> Click for Additional information</a>","cytidine triphosphate synthase, putative "
"LmjF.20.T0570","+","LmjF.20:202071..206089","LmjF.20.0570","LmjF.20:202344..203984","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0570.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function "
"LmjF.20.T0580","+","LmjF.20:206651..211967","LmjF.20.0580","LmjF.20:206770..208065","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0580.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein "
"LmjF.20.T0590","+","LmjF.20:212165..214366","LmjF.20.0590","LmjF.20:212476..214326","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0590.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0600","+","LmjF.20:214781..216766","LmjF.20.0600","LmjF.20:215214..216443","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0600.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0620","+","LmjF.20:217106..222448","LmjF.20.0620","LmjF.20:217848..222362","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0620.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0625","+","LmjF.20:222985..223550","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0625.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0630","+","LmjF.20:223807..228066","LmjF.20.0630","LmjF.20:223960..227592","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0630.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0637","+","LmjF.20:228436..233783","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0637.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0640","+","LmjF.20:229371..233783","LmjF.20.0640","LmjF.20:229848..233033","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0640.html"" target=""_blank""> Click for Additional information</a>","kinesin heavy chain, putative "
"LmjF.20.T0650","+","LmjF.20:234175..237044","LmjF.20.0650","LmjF.20:234193..236409","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0650.html"" target=""_blank""> Click for Additional information</a>","rRNA biogenesis protein-like protein "
"LmjF.20.T0660","+","LmjF.20:237381..239925","LmjF.20.0660","LmjF.20:237698..239497","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0660.html"" target=""_blank""> Click for Additional information</a>","serine/threonine protein phosphatase 2A regulatory subunit, putative "
"LmjF.20.T0670","+","LmjF.20:240450..241813","LmjF.20.0670","LmjF.20:240727..241473","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0670.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0675","+","LmjF.20:242059..242515","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0675.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0680","+","LmjF.20:242894..244425","LmjF.20.0680","LmjF.20:243071..243718","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0680.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0690","+","LmjF.20:244958..254462","LmjF.20.0690","LmjF.20:248512..252477","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0690.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0692","+","LmjF.20:254838..255200","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0692.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0695","+","LmjF.20:255517..259881","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0695.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0697","+","LmjF.20:259882..260750","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0697.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0700","+","LmjF.20:261018..278176","LmjF.20.0700","LmjF.20:268471..271653","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0700.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0702","+","LmjF.20:278177..281344","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0702.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0703","+","LmjF.20:281975..284245","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0703.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0704",".","LmjF.20:284300..284833","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.20.T0704.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.20.T0705","+","LmjF.20:284834..298121","LmjF.20.0705","LmjF.20:285659..290593","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0705.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0770","+","LmjF.20:298523..314321","LmjF.20.0770","LmjF.20:301502..313501","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0770.html"" target=""_blank""> Click for Additional information</a>","protein kinase, putative "
"LmjF.20.T0780","+","LmjF.20:314797..317126","LmjF.20.0780","LmjF.20:314893..316971","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0780.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.20.T0790","+","LmjF.20:317540..320053","LmjF.20.0790","LmjF.20:317706..319883","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.20.T0790.html"" target=""_blank""> Click for Additional information</a>","tubulin-tyrosine ligase, putative "
